,sm_cell_um,ml_cell_um,sm_cell_pixel,ml_cell_pixel,sm_cell_um_calibrated,ml_cell_um_calibrated,sm_cell_pixel_calibrated,ml_cell_pixel_calibrated
0,4.0,8.0,10,21,5.546453125005,8.134797916674,15.0,22.0
